,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
0,Shot Chart Detail,0022200015,35,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,8,44,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,27,11,1,1,20221020,PHI,MIL
1,Shot Chart Detail,0022200015,49,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,7,30,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,9,1,1,20221020,PHI,MIL
2,Shot Chart Detail,0022200015,131,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,1,20,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-157,227,1,1,20221020,PHI,MIL
3,Shot Chart Detail,0022200015,140,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,0,30,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-110,162,1,1,20221020,PHI,MIL
4,Shot Chart Detail,0022200015,201,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,7,28,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,18,31,1,1,20221020,PHI,MIL
5,Shot Chart Detail,0022200015,268,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,2,36,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-116,82,1,0,20221020,PHI,MIL
6,Shot Chart Detail,0022200015,330,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,8,51,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,4,1,1,20221020,PHI,MIL
7,Shot Chart Detail,0022200015,334,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,8,25,Missed Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,26,1,0,20221020,PHI,MIL
8,Shot Chart Detail,0022200015,436,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,1,16,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-9,274,1,0,20221020,PHI,MIL
9,Shot Chart Detail,0022200015,466,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,11,43,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-104,126,1,0,20221020,PHI,MIL
10,Shot Chart Detail,0022200015,470,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,11,4,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,18,1,1,20221020,PHI,MIL
11,Shot Chart Detail,0022200015,483,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,10,5,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,11,1,1,20221020,PHI,MIL
12,Shot Chart Detail,0022200015,493,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,9,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-92,265,1,0,20221020,PHI,MIL
13,Shot Chart Detail,0022200015,496,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,8,53,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-124,97,1,0,20221020,PHI,MIL
14,Shot Chart Detail,0022200015,538,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,6,7,Made Shot,Turnaround Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,4,38,1,1,20221020,PHI,MIL
15,Shot Chart Detail,0022200015,541,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,5,39,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-15,18,1,0,20221020,PHI,MIL
16,Shot Chart Detail,0022200033,33,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,9,51,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-4,21,1,1,20221022,MIL,HOU
17,Shot Chart Detail,0022200033,46,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,9,10,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,24,1,1,20221022,MIL,HOU
18,Shot Chart Detail,0022200033,158,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,1,20,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-9,24,1,1,20221022,MIL,HOU
19,Shot Chart Detail,0022200033,195,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,10,58,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,32,53,1,0,20221022,MIL,HOU
20,Shot Chart Detail,0022200033,210,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,10,11,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,10,1,1,20221022,MIL,HOU
21,Shot Chart Detail,0022200033,311,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,3,19,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,8,1,1,20221022,MIL,HOU
22,Shot Chart Detail,0022200033,324,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,2,17,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-6,22,1,1,20221022,MIL,HOU
23,Shot Chart Detail,0022200033,338,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,1,15,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-12,26,1,1,20221022,MIL,HOU
24,Shot Chart Detail,0022200033,355,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,0,7,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,3,1,1,20221022,MIL,HOU
25,Shot Chart Detail,0022200033,391,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,10,37,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-25,43,1,1,20221022,MIL,HOU
26,Shot Chart Detail,0022200033,397,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,10,18,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-62,279,1,1,20221022,MIL,HOU
27,Shot Chart Detail,0022200033,402,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,9,49,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,5,1,1,20221022,MIL,HOU
28,Shot Chart Detail,0022200033,430,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,7,37,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,13,1,1,20221022,MIL,HOU
29,Shot Chart Detail,0022200033,440,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,6,56,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-5,33,1,0,20221022,MIL,HOU
30,Shot Chart Detail,0022200033,507,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,3,11,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,76,256,1,1,20221022,MIL,HOU
31,Shot Chart Detail,0022200033,511,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,2,33,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,33,21,1,1,20221022,MIL,HOU
32,Shot Chart Detail,0022200033,531,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,1,19,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,26,18,1,1,20221022,MIL,HOU
33,Shot Chart Detail,0022200033,558,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,11,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,137,205,1,0,20221022,MIL,HOU
34,Shot Chart Detail,0022200033,581,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,10,21,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,33,189,1,1,20221022,MIL,HOU
35,Shot Chart Detail,0022200033,585,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,9,55,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,11,1,1,20221022,MIL,HOU
36,Shot Chart Detail,0022200033,606,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,8,20,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,7,21,1,0,20221022,MIL,HOU
37,Shot Chart Detail,0022200060,31,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,9,54,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,81,158,1,0,20221026,MIL,BKN
38,Shot Chart Detail,0022200060,52,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,7,54,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,12,22,1,0,20221026,MIL,BKN
39,Shot Chart Detail,0022200060,58,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,7,36,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,32,32,1,1,20221026,MIL,BKN
40,Shot Chart Detail,0022200060,62,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,7,8,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,102,263,1,0,20221026,MIL,BKN
41,Shot Chart Detail,0022200060,148,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,1,51,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,19,1,1,20221026,MIL,BKN
42,Shot Chart Detail,0022200060,175,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,0,28,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-62,147,1,0,20221026,MIL,BKN
43,Shot Chart Detail,0022200060,182,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,0,3,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221026,MIL,BKN
44,Shot Chart Detail,0022200060,229,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,8,28,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,92,167,1,0,20221026,MIL,BKN
45,Shot Chart Detail,0022200060,303,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,5,10,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,153,50,1,0,20221026,MIL,BKN
46,Shot Chart Detail,0022200060,329,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,3,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,4,269,1,0,20221026,MIL,BKN
47,Shot Chart Detail,0022200060,369,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,11,41,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,8,1,1,20221026,MIL,BKN
48,Shot Chart Detail,0022200060,403,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,9,35,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,6,64,1,0,20221026,MIL,BKN
49,Shot Chart Detail,0022200060,411,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,9,7,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,126,232,1,0,20221026,MIL,BKN
50,Shot Chart Detail,0022200060,417,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,8,38,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,22,34,1,1,20221026,MIL,BKN
51,Shot Chart Detail,0022200060,421,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,8,12,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,9,22,1,1,20221026,MIL,BKN
52,Shot Chart Detail,0022200060,457,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,5,40,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,22,1,1,20221026,MIL,BKN
53,Shot Chart Detail,0022200060,490,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,3,59,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,21,22,1,1,20221026,MIL,BKN
54,Shot Chart Detail,0022200060,508,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,3,11,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,28,1,1,20221026,MIL,BKN
55,Shot Chart Detail,0022200060,581,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,11,23,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-216,130,1,1,20221026,MIL,BKN
56,Shot Chart Detail,0022200060,590,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,10,26,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,15,15,1,1,20221026,MIL,BKN
57,Shot Chart Detail,0022200060,641,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,6,48,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,11,1,1,20221026,MIL,BKN
58,Shot Chart Detail,0022200060,646,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,6,23,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,25,1,1,20221026,MIL,BKN
59,Shot Chart Detail,0022200060,677,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,4,22,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-22,158,1,1,20221026,MIL,BKN
60,Shot Chart Detail,0022200060,680,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,3,53,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,2,1,1,20221026,MIL,BKN
61,Shot Chart Detail,0022200060,690,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,3,29,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,10,1,1,20221026,MIL,BKN
62,Shot Chart Detail,0022200075,7,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,11,35,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,14,1,1,20221028,MIL,NYK
63,Shot Chart Detail,0022200075,52,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,8,33,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,10,1,1,20221028,MIL,NYK
64,Shot Chart Detail,0022200075,76,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,6,54,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,6,152,1,0,20221028,MIL,NYK
65,Shot Chart Detail,0022200075,159,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,2,12,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,9,1,1,20221028,MIL,NYK
66,Shot Chart Detail,0022200075,162,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,1,59,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,22,1,0,20221028,MIL,NYK
67,Shot Chart Detail,0022200075,175,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,0,31,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-6,24,1,1,20221028,MIL,NYK
68,Shot Chart Detail,0022200075,178,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,0,0,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,130,258,1,0,20221028,MIL,NYK
69,Shot Chart Detail,0022200075,202,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,10,37,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-100,38,1,1,20221028,MIL,NYK
70,Shot Chart Detail,0022200075,210,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,10,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,116,252,1,0,20221028,MIL,NYK
71,Shot Chart Detail,0022200075,223,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,9,16,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,21,1,1,20221028,MIL,NYK
72,Shot Chart Detail,0022200075,376,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,0,6,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,11,1,1,20221028,MIL,NYK
73,Shot Chart Detail,0022200075,425,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,10,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-162,210,1,0,20221028,MIL,NYK
74,Shot Chart Detail,0022200075,433,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,9,45,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-25,118,1,0,20221028,MIL,NYK
75,Shot Chart Detail,0022200075,472,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,6,14,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,176,193,1,1,20221028,MIL,NYK
76,Shot Chart Detail,0022200075,486,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,4,54,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,10,1,1,20221028,MIL,NYK
77,Shot Chart Detail,0022200075,567,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,11,46,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-32,12,1,0,20221028,MIL,NYK
78,Shot Chart Detail,0022200075,604,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,8,59,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,28,20,1,0,20221028,MIL,NYK
79,Shot Chart Detail,0022200075,615,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,8,31,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-168,8,1,0,20221028,MIL,NYK
80,Shot Chart Detail,0022200075,636,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,7,30,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,5,1,1,20221028,MIL,NYK
81,Shot Chart Detail,0022200075,641,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,6,51,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,12,1,1,20221028,MIL,NYK
82,Shot Chart Detail,0022200075,644,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,6,30,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-55,269,1,0,20221028,MIL,NYK
83,Shot Chart Detail,0022200075,681,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,4,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-183,193,1,0,20221028,MIL,NYK
84,Shot Chart Detail,0022200085,13,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,11,16,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,5,38,1,0,20221029,MIL,ATL
85,Shot Chart Detail,0022200085,35,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,9,33,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,19,1,1,20221029,MIL,ATL
86,Shot Chart Detail,0022200085,40,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,8,47,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-88,135,1,0,20221029,MIL,ATL
87,Shot Chart Detail,0022200085,149,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,0,51,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-119,10,1,0,20221029,MIL,ATL
88,Shot Chart Detail,0022200085,153,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,0,30,Missed Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,25,1,0,20221029,MIL,ATL
89,Shot Chart Detail,0022200085,203,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,9,13,Missed Shot,Cutting Dunk Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-7,42,1,0,20221029,MIL,ATL
90,Shot Chart Detail,0022200085,209,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,8,37,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,51,101,1,0,20221029,MIL,ATL
91,Shot Chart Detail,0022200085,317,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,10,47,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,13,1,1,20221029,MIL,ATL
92,Shot Chart Detail,0022200085,326,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,9,51,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,9,23,1,0,20221029,MIL,ATL
93,Shot Chart Detail,0022200085,330,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,9,31,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-38,125,1,0,20221029,MIL,ATL
94,Shot Chart Detail,0022200085,341,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,8,37,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,10,22,1,1,20221029,MIL,ATL
95,Shot Chart Detail,0022200085,372,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,6,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-92,269,1,1,20221029,MIL,ATL
96,Shot Chart Detail,0022200085,403,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,5,10,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,2,88,1,0,20221029,MIL,ATL
97,Shot Chart Detail,0022200085,421,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,4,17,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,9,42,1,0,20221029,MIL,ATL
98,Shot Chart Detail,0022200085,448,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,2,55,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,4,1,1,20221029,MIL,ATL
99,Shot Chart Detail,0022200085,559,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,6,58,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-72,141,1,0,20221029,MIL,ATL
100,Shot Chart Detail,0022200085,588,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,5,34,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,7,1,1,20221029,MIL,ATL
101,Shot Chart Detail,0022200085,598,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,4,25,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,13,1,1,20221029,MIL,ATL
102,Shot Chart Detail,0022200085,605,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,3,56,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,5,1,1,20221029,MIL,ATL
103,Shot Chart Detail,0022200085,639,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,1,15,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,11,1,1,20221029,MIL,ATL
104,Shot Chart Detail,0022200085,644,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,0,50,Made Shot,Turnaround Fadeaway Bank Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-99,32,1,1,20221029,MIL,ATL
105,Shot Chart Detail,0022200085,668,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,0,5,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,13,1,1,20221029,MIL,ATL
