,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
950,Shot Chart Detail,0022200908,40,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,8,26,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-83,50,1,0,20230225,PHI,BOS
951,Shot Chart Detail,0022200908,60,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,6,46,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,11,167,1,0,20230225,PHI,BOS
952,Shot Chart Detail,0022200908,87,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,4,17,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-51,168,1,1,20230225,PHI,BOS
953,Shot Chart Detail,0022200908,93,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,3,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,6,1,1,20230225,PHI,BOS
954,Shot Chart Detail,0022200908,121,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,1,47,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,8,-85,9,1,0,20230225,PHI,BOS
955,Shot Chart Detail,0022200908,233,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,6,6,Missed Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,48,53,1,0,20230225,PHI,BOS
956,Shot Chart Detail,0022200908,238,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,5,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,9,1,1,20230225,PHI,BOS
957,Shot Chart Detail,0022200908,284,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,2,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,3,1,1,20230225,PHI,BOS
958,Shot Chart Detail,0022200908,294,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,1,55,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,153,36,1,1,20230225,PHI,BOS
959,Shot Chart Detail,0022200908,307,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,0,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-213,187,1,0,20230225,PHI,BOS
960,Shot Chart Detail,0022200908,369,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,6,5,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,4,1,1,20230225,PHI,BOS
961,Shot Chart Detail,0022200908,385,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,4,31,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,11,17,1,1,20230225,PHI,BOS
962,Shot Chart Detail,0022200908,405,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,3,11,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,78,13,1,0,20230225,PHI,BOS
963,Shot Chart Detail,0022200908,428,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,1,33,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-17,97,1,1,20230225,PHI,BOS
964,Shot Chart Detail,0022200908,498,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,8,28,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-104,183,1,0,20230225,PHI,BOS
965,Shot Chart Detail,0022200908,515,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,6,52,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,29,193,1,1,20230225,PHI,BOS
966,Shot Chart Detail,0022200908,518,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,6,11,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-67,196,1,0,20230225,PHI,BOS
967,Shot Chart Detail,0022200908,537,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,4,54,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,23,175,1,1,20230225,PHI,BOS
968,Shot Chart Detail,0022200908,564,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,2,20,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-119,68,1,1,20230225,PHI,BOS
969,Shot Chart Detail,0022200908,573,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,1,23,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-97,100,1,0,20230225,PHI,BOS
970,Shot Chart Detail,0022200920,31,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,9,30,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-102,-4,1,1,20230227,PHI,MIA
971,Shot Chart Detail,0022200920,36,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,8,52,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,40,90,1,0,20230227,PHI,MIA
972,Shot Chart Detail,0022200920,65,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,6,24,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-25,69,1,0,20230227,PHI,MIA
973,Shot Chart Detail,0022200920,74,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,5,23,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,45,84,1,1,20230227,PHI,MIA
974,Shot Chart Detail,0022200920,215,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,7,16,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,12,43,1,1,20230227,PHI,MIA
975,Shot Chart Detail,0022200920,230,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,6,10,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,29,106,1,1,20230227,PHI,MIA
976,Shot Chart Detail,0022200920,319,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,11,22,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-89,172,1,0,20230227,PHI,MIA
977,Shot Chart Detail,0022200920,351,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,8,25,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,5,1,1,20230227,PHI,MIA
978,Shot Chart Detail,0022200920,363,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,7,33,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,10,1,1,20230227,PHI,MIA
979,Shot Chart Detail,0022200920,373,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,6,35,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,18,1,1,20230227,PHI,MIA
980,Shot Chart Detail,0022200920,499,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,8,22,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,54,191,1,0,20230227,PHI,MIA
981,Shot Chart Detail,0022200920,524,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,6,50,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-1,151,1,1,20230227,PHI,MIA
982,Shot Chart Detail,0022200920,528,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,6,29,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,23,1,0,20230227,PHI,MIA
983,Shot Chart Detail,0022200920,581,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,3,32,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,17,25,1,1,20230227,PHI,MIA
984,Shot Chart Detail,0022200920,594,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,3,1,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,104,18,1,1,20230227,PHI,MIA
985,Shot Chart Detail,0022200920,601,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,2,9,Missed Shot,Fadeaway Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,176,202,1,0,20230227,PHI,MIA
986,Shot Chart Detail,0022200920,615,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,0,29,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,97,16,1,0,20230227,PHI,MIA
987,Shot Chart Detail,0022200943,7,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,11,41,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,9,1,1,20230302,DAL,PHI
988,Shot Chart Detail,0022200943,11,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,11,5,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,4,127,1,1,20230302,DAL,PHI
989,Shot Chart Detail,0022200943,32,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,8,43,Missed Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-53,122,1,0,20230302,DAL,PHI
990,Shot Chart Detail,0022200943,39,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,8,7,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,-2,1,1,20230302,DAL,PHI
991,Shot Chart Detail,0022200943,91,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,4,6,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-20,43,1,1,20230302,DAL,PHI
992,Shot Chart Detail,0022200943,124,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,2,16,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-5,122,1,0,20230302,DAL,PHI
993,Shot Chart Detail,0022200943,251,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,6,10,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-69,75,1,1,20230302,DAL,PHI
994,Shot Chart Detail,0022200943,307,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,2,22,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-6,116,1,1,20230302,DAL,PHI
995,Shot Chart Detail,0022200943,326,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,0,22,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,5,1,1,20230302,DAL,PHI
996,Shot Chart Detail,0022200943,337,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,11,25,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,77,21,1,0,20230302,DAL,PHI
997,Shot Chart Detail,0022200943,355,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,9,27,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,13,1,1,20230302,DAL,PHI
998,Shot Chart Detail,0022200943,365,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,8,26,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-99,100,1,0,20230302,DAL,PHI
999,Shot Chart Detail,0022200943,389,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,6,36,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,16,1,1,20230302,DAL,PHI
1000,Shot Chart Detail,0022200943,405,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,4,56,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,2,54,1,0,20230302,DAL,PHI
1001,Shot Chart Detail,0022200943,595,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,2,48,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-29,34,1,1,20230302,DAL,PHI
1002,Shot Chart Detail,0022200943,599,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,2,9,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-48,107,1,1,20230302,DAL,PHI
1003,Shot Chart Detail,0022200943,602,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,1,36,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,4,1,1,20230302,DAL,PHI
1004,Shot Chart Detail,0022200943,614,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,0,33,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-2,42,1,0,20230302,DAL,PHI
1005,Shot Chart Detail,0022200943,616,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,0,31,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20230302,DAL,PHI
1006,Shot Chart Detail,0022200943,618,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,0,31,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,4,1,1,20230302,DAL,PHI
1007,Shot Chart Detail,0022200943,633,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,165,190,1,0,20230302,DAL,PHI
1008,Shot Chart Detail,0022200960,11,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,11,25,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-102,83,1,1,20230304,MIL,PHI
1009,Shot Chart Detail,0022200960,14,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,10,56,Missed Shot,Turnaround Bank Hook Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,75,63,1,0,20230304,MIL,PHI
1010,Shot Chart Detail,0022200960,18,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,10,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-143,230,1,1,20230304,MIL,PHI
1011,Shot Chart Detail,0022200960,76,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,5,0,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-88,113,1,1,20230304,MIL,PHI
1012,Shot Chart Detail,0022200960,78,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,4,30,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,22,132,1,0,20230304,MIL,PHI
1013,Shot Chart Detail,0022200960,97,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,2,49,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,15,-77,134,1,0,20230304,MIL,PHI
1014,Shot Chart Detail,0022200960,110,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,1,44,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-43,106,1,1,20230304,MIL,PHI
1015,Shot Chart Detail,0022200960,226,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,6,24,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-72,155,1,1,20230304,MIL,PHI
1016,Shot Chart Detail,0022200960,235,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,4,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,152,210,1,0,20230304,MIL,PHI
1017,Shot Chart Detail,0022200960,250,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,3,48,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-26,4,1,0,20230304,MIL,PHI
1018,Shot Chart Detail,0022200960,286,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,1,19,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-16,168,1,0,20230304,MIL,PHI
1019,Shot Chart Detail,0022200960,321,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,10,41,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,38,122,1,0,20230304,MIL,PHI
1020,Shot Chart Detail,0022200960,347,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,8,21,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,69,142,1,0,20230304,MIL,PHI
1021,Shot Chart Detail,0022200960,351,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,7,43,Made Shot,Fadeaway Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,66,253,1,1,20230304,MIL,PHI
1022,Shot Chart Detail,0022200960,354,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,7,10,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,102,140,1,1,20230304,MIL,PHI
1023,Shot Chart Detail,0022200960,385,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,5,54,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,8,1,1,20230304,MIL,PHI
1024,Shot Chart Detail,0022200960,395,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,3,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,127,235,1,0,20230304,MIL,PHI
1025,Shot Chart Detail,0022200960,435,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,1,50,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-34,104,1,1,20230304,MIL,PHI
1026,Shot Chart Detail,0022200960,457,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,0,44,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,56,134,1,1,20230304,MIL,PHI
1027,Shot Chart Detail,0022200960,576,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,5,5,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,4,122,1,0,20230304,MIL,PHI
1028,Shot Chart Detail,0022200960,613,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,1,55,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,82,129,1,0,20230304,MIL,PHI
1029,Shot Chart Detail,0022200960,623,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,0,42,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,0,261,1,1,20230304,MIL,PHI
1030,Shot Chart Detail,0022200972,64,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,7,8,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,-5,1,1,20230306,IND,PHI
1031,Shot Chart Detail,0022200972,79,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,5,35,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,74,140,1,0,20230306,IND,PHI
1032,Shot Chart Detail,0022200972,82,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,4,52,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-104,1,1,0,20230306,IND,PHI
1033,Shot Chart Detail,0022200972,127,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,1,23,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,15,1,1,20230306,IND,PHI
1034,Shot Chart Detail,0022200972,260,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,5,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-31,269,1,1,20230306,IND,PHI
1035,Shot Chart Detail,0022200972,281,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,3,24,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,3,1,1,20230306,IND,PHI
1036,Shot Chart Detail,0022200972,368,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,11,3,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,64,169,1,1,20230306,IND,PHI
1037,Shot Chart Detail,0022200972,394,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,9,21,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,7,1,1,20230306,IND,PHI
1038,Shot Chart Detail,0022200972,416,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,7,32,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,71,194,1,1,20230306,IND,PHI
1039,Shot Chart Detail,0022200972,431,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,5,49,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,4,165,1,1,20230306,IND,PHI
1040,Shot Chart Detail,0022200972,435,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,5,12,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-108,83,1,0,20230306,IND,PHI
1041,Shot Chart Detail,0022200972,459,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,3,48,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,-66,131,1,0,20230306,IND,PHI
1042,Shot Chart Detail,0022200972,494,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,0,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-5,21,1,1,20230306,IND,PHI
1043,Shot Chart Detail,0022200972,595,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,6,16,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-13,154,1,1,20230306,IND,PHI
1044,Shot Chart Detail,0022200972,615,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,5,8,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-162,238,1,0,20230306,IND,PHI
1045,Shot Chart Detail,0022200972,685,203954,Joel Embiid,1610612755,Philadelphia 76ers,4,0,27,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-10,21,1,1,20230306,IND,PHI
1046,Shot Chart Detail,0022200980,14,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,10,47,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,124,85,1,1,20230307,MIN,PHI
1047,Shot Chart Detail,0022200980,16,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,10,20,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-137,68,1,1,20230307,MIN,PHI
1048,Shot Chart Detail,0022200980,23,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,9,25,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,12,1,1,20230307,MIN,PHI
1049,Shot Chart Detail,0022200980,27,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,8,59,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-10,47,1,0,20230307,MIN,PHI
1050,Shot Chart Detail,0022200980,52,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,7,18,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,5,1,1,20230307,MIN,PHI
1051,Shot Chart Detail,0022200980,115,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,1,51,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-87,120,1,0,20230307,MIN,PHI
1052,Shot Chart Detail,0022200980,119,203954,Joel Embiid,1610612755,Philadelphia 76ers,1,1,14,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,104,139,1,0,20230307,MIN,PHI
1053,Shot Chart Detail,0022200980,248,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,4,12,Missed Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,26,22,1,0,20230307,MIN,PHI
1054,Shot Chart Detail,0022200980,265,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,2,42,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,32,258,1,1,20230307,MIN,PHI
1055,Shot Chart Detail,0022200980,276,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,2,3,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-74,47,1,1,20230307,MIN,PHI
1056,Shot Chart Detail,0022200980,289,203954,Joel Embiid,1610612755,Philadelphia 76ers,2,0,7,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,165,183,1,1,20230307,MIN,PHI
1057,Shot Chart Detail,0022200980,303,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,11,10,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,21,1,1,20230307,MIN,PHI
1058,Shot Chart Detail,0022200980,315,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,10,17,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-124,215,1,1,20230307,MIN,PHI
1059,Shot Chart Detail,0022200980,320,203954,Joel Embiid,1610612755,Philadelphia 76ers,3,9,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-11,258,1,1,20230307,MIN,PHI
